name;address;cp;ville;country;phone;description
SELARL LA PHARMACIE DE LA REPUBLIQUE;34 R DE LA REPUBLIQUE;02300;CHAUNY;FRANCE;03 23 52 02 10;Pharmacie d'Officine
SELARL PHARMACIE DE CHEZY SUR MARNE;10 GRANDE RUE;02570;CHEZY SUR MARNE;FRANCE;03 23 82 86 98;Pharmacie d'Officine
SELARL PHARMACIE BROCHOT;10 R DE BORDEAUX;02210;COINCY;FRANCE;03 23 71 21 36;Pharmacie d'Officine
SELARL RAMANITRA;16 GRANDE RUE;02330;CONDE EN BRIE;FRANCE;03 23 82 43 75;Pharmacie d'Officine
PHARMACIE CASTRONOVO;3 R PIERRE CURTIL;02820;CORBENY;FRANCE;03 23 22 48 20;Pharmacie d'Officine
PHARMACIE JEANNIN;2 AV ALTENKESSEL;02380;COUCY LE CHATEAU AUFFRIQUE;FRANCE;03 23 52 70 14;Pharmacie d'Officine
PHARMACIE TASSERIT-PERRIER;1029 R GAMBETTA;02200;COURMELLES;FRANCE;03 23 74 96 06;Pharmacie d'Officine
SELAS PHARMACIE DE LA TOUR;5 PL DES ALLIES;02270;CRECY SUR SERRE;FRANCE;03 23 80 80 35;Pharmacie d'Officine
PHARMACIE PARENT;22 R DU GRAND FOUR;02270;CRECY SUR SERRE;FRANCE;03 23 80 84 84;Pharmacie d'Officine
SELARL PHARMACIE DE CREPY;5 R MALEZIEUX BRIQUET;02870;CREPY;FRANCE;03 23 20 90 27;Pharmacie d'Officine
PHARMACIE SARRAGNE;412 R DE L EGLISE;02650;CREZANCY;FRANCE;;Pharmacie d'Officine
PHARMACIE DE CROUY;10 R des Loups;02880;CROUY;FRANCE;03 23 59 28 75;Pharmacie d'Officine
PHARMACIE LEVAUX-DEMONCEAUX;5 GRAND'RUE;02880;CUFFIES;FRANCE;03 23 53 63 64;Pharmacie d'Officine
PHARMACIE DE LA VOIE ROMAINE;57 GRANDE RUE;02340;DIZY LE GROS;FRANCE;03 23 21 23 48;Pharmacie d'Officine
PHARMACIE SAINT FERREOL;37 AV DU GENERAL DE GAULLE;02400;ESSOMES SUR MARNE;FRANCE;03 23 83 12 88;Pharmacie d'Officine
PHARMACIE DE LA DHUYS;5 R PIERRE SEMARD;02400;ETAMPES SUR MARNE;FRANCE;03 23 83 38 10;Pharmacie d'Officine
PHARMACIE DELPLANCQ;17 R DU GENERAL DE GAULLE;02580;ETREAUPONT;FRANCE;03 23 97 40 12;Pharmacie d'Officine
PHARMACIE DUBAN VANDENBOSSCHE;2 R DES DOCTEURS;02590;ETREILLERS;FRANCE;03 23 68 78 22;Pharmacie d'Officine
SELURL PHARMACIE PANNIER;239 R DE L ECLAIREUR DE NICE;02510;ETREUX;FRANCE;03 23 60 60 42;Pharmacie d'Officine
SELARL PHARMACIE DECOTTE;95 R DE LA REPUBLIQUE;02800;LA FERE;FRANCE;03 23 56 23 12;Pharmacie d'Officine
PHARMACIE SEQUOIA;10 R DE LA REPUBLIQUE;02800;LA FERE;FRANCE;03 23 56 22 32;Pharmacie d'Officine
PHARMACIE DAGAS;1 PL DE LA REPUBLIQUE;02130;FERE EN TARDENOIS;FRANCE;03 23 82 21 26;Pharmacie d'Officine
PHARMACIE HEITZ;RUE DU STADE;02130;FERE EN TARDENOIS;FRANCE;03 23 82 21 39;Pharmacie d'Officine
PHARMACIE AUBERT - DE BUSSY;4 R DE LA CHAUSSEE;02460;LA FERTE MILON;FRANCE;03 23 96 70 12;Pharmacie d'Officine
SELARL PHARMACIE DE FLAVY;43 R ANDRE BRULE;02520;FLAVY LE MARTEL;FRANCE;03 23 37 08 65;Pharmacie d'Officine
SARL PHARMACIE MOYON-BOUIN;9 R BERNARD LEFEVRE;02670;FOLEMBRAY;FRANCE;03 23 52 74 17;Pharmacie d'Officine
PHARMACIE DE L'AISNE;98 R DE LA REPUBLIQUE;02230;FRESNOY LE GRAND;FRANCE;03 23 09 15 21;Pharmacie d'Officine
PHARMACIE FOUDRINIER - BOULANGER;PL JACQUES DUCLOS;02430;GAUCHY;FRANCE;03 23 68 44 99;Pharmacie d'Officine
PHARMACIE DE LA MAIRIE;20 R PAUL LANGEVIN;02430;GAUCHY;FRANCE;03 23 62 08 10;Pharmacie d'Officine
PHARMACIE DE GUIGNICOURT;3 R PIERRE CURTIL;02190;VILLENEUVE SUR AISNE;FRANCE;03 23 79 70 46;Pharmacie d'Officine
PHARMACIE  DU  FORT;197 R CAMILLE DESMOULINS;02120;GUISE;FRANCE;03 23 61 01 17;Pharmacie d'Officine
SELARL PHARMACIE BOUTROY-DOBBELS;307 R CAMILLE DESMOULINS;02120;GUISE;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE DELHAYE;132 PL D ARMES;02120;GUISE;FRANCE;03 23 61 12 64;Pharmacie d'Officine
SELARL DU CONTOY;R DU MILLENAIRE;02100;HARLY;FRANCE;03 23 68 44 24;Pharmacie d'Officine
PHARMACIE  SARRAZIN FOUGERE;3 R CHARLES DE GAULLE;02500;HIRSON;FRANCE;03 23 58 02 27;Pharmacie d'Officine
SELARL PHARMACIE CAULLERY;130 R CHARLES DE GAULLE;02500;HIRSON;FRANCE;03 23 58 13 26;Pharmacie d'Officine
PHARMACIE  LEFEVRE;6 PL PASTEUR;02500;HIRSON;FRANCE;03 23 58 00 57;Pharmacie d'Officine
SELARL PHARMACIE DE LA GARE;30 AV FRANCOIS MITTERAND;02500;HIRSON;FRANCE;03 23 58 18 85;Pharmacie d'Officine
SELARL PHARMACIE DES PROMENADES;81 R ALBERT 1ER;02500;HIRSON;FRANCE;03 23 58 31 42;Pharmacie d'Officine
PHARMACIE COTTRET-SENEZ;40 R WALLON SATIZELLE;02760;HOLNON;FRANCE;03 23 09 60 09;Pharmacie d'Officine
PHARMACIE BASSET;22 R JEAN BUDNYCK;02720;HOMBLIERES;FRANCE;03 23 08 81 00;Pharmacie d'Officine
SELARL PHARMACIE DE JAULGONNE;9 R DE FERE;02850;JAULGONNE;FRANCE;03 23 70 20 54;Pharmacie d'Officine
PHARMACIE VICTOR HUGO;20 PL VICTOR HUGO;02000;LAON;FRANCE;03 23 23 27 23;Pharmacie d'Officine
PHARMACIE FAYET;9 R JEAN BAPTISTE LEBAS;02000;LAON;FRANCE;03 23 23 06 68;Pharmacie d'Officine
GRANDE PHARMACIE LAONNOISE;R ROMANETTE;02000;LAON;FRANCE;03 23 20 48 89;Pharmacie d'Officine
PHARMACIE DE LA CITE;22 R JACQUES GALLET;02000;LAON;FRANCE;03 23 23 10 02;Pharmacie d'Officine
SELARL PHARMACIE DE LA GARE;5 PL DES DROITS DE L HOMME;02000;LAON;FRANCE;03 23 23 02 20;Pharmacie d'Officine
SELARL PHARMACIE FRANCART;400 AV GEORGES POMPIDOU;02000;LAON;FRANCE;03 23 20 18 65;Pharmacie d'Officine
PHARMACIE LECUYER;120 BD BROSSOLETTE;02000;LAON;FRANCE;03 23 23 14 97;Pharmacie d'Officine
PHARMACIE LEMOINE - DEPAQUIT;20 R DU DOCTEUR MENU;02000;LAON;FRANCE;03 23 23 39 29;Pharmacie d'Officine
PHARMACIE DEVRIERE;21 R DE CHAMPAGNE;02100;LESDINS;FRANCE;03 23 08 53 54;Pharmacie d'Officine
PHARMACIE DE LIESSE;19 R DU GENERAL DE GAULLE;02350;LIESSE NOTRE DAME;FRANCE;03 23 22 20 40;Pharmacie d'Officine
PARMACIE DU PARVIS;1 R DESAINS;02250;MARLE;FRANCE;03 23 20 00 01;Pharmacie d'Officine
PHARMACIE DES REMPARTS;22 R LALOUETTE;02250;MARLE;FRANCE;03 23 20 01 16;Pharmacie d'Officine
PHARMACIE HORIOT-DUMUR;R DE LA POTERIE;02120;MARLY GOMONT;FRANCE;03 23 60 21 84;Pharmacie d'Officine
PHARMACIE  BETEMS;18 R DE LAON;02000;MONS EN LAONNOIS;FRANCE;03 23 23 13 39;Pharmacie d'Officine
PHARMACIE PACCOU-GODEAU;2 R DU 8 MAI 1945;02110;MONTBREHAIN;FRANCE;03 23 63 41 14;Pharmacie d'Officine
SELAS PHARMACIE MONFOURNY;5 R DE L'HÔPITAL;02440;MONTESCOURT LIZEROLLES;FRANCE;03 23 63 21 25;Pharmacie d'Officine
PHARMACIE DUPUIS;75 AV DE PARIS;02310;MONTREUIL AUX LIONS;FRANCE;03 23 70 13 00;Pharmacie d'Officine
SELARL PHARMACIE LANEZ;8 R GEORGES CLEMENCEAU;02610;MOY DE L AISNE;FRANCE;03 23 07 79 83;Pharmacie d'Officine
SELARL PHARMACIE FOUCHAULT;1 PL DE L HOTEL DE VILLE;02470;NEUILLY ST FRONT;FRANCE;03 23 71 00 15;Pharmacie d'Officine
PHARMACIE DE L 'ARTAUD;41 GRANDE RUE;02310;NOGENT L ARTAUD;FRANCE;03 23 70 02 54;Pharmacie d'Officine
SELARL VMP;18 R THEODORE BLOT;02170;LE NOUVION EN THIERACHE;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE SAINT REMI;39 R PRINCIPALE;02270;NOUVION ET CATILLON;FRANCE;03 23 56 53 47;Pharmacie d'Officine
PHARMACIE HYEANS-TABARY;25 R DE VERVINS;02550;ORIGNY EN THIERACHE;FRANCE;03 23 98 42 83;Pharmacie d'Officine
SELARL PHARMACIE DU VAL D'ORIGNY;30 R PASTEUR;02390;ORIGNY STE BENOITE;FRANCE;;Pharmacie d'Officine
SELURL PHARMACIE BOURGEOIS-GORVIEN;17 R QUINQUET DE MONJOUR;02210;OULCHY LE CHATEAU;FRANCE;03 23 55 21 03;Pharmacie d'Officine
PHARMACIE COUSSEMACQ - MOUILLER;9 R DU 7E BCA;02320;PINON;FRANCE;03 23 80 11 40;Pharmacie d'Officine
SELARL PHARMACIE DE RIBEMONT;3 R CONDORCET;02240;RIBEMONT;FRANCE;03 23 63 71 14;Pharmacie d'Officine
SELARL PHARMACIE ROUSSEAU;120 R GERARD ADOLPHE MARTIN;02360;ROZOY SUR SERRE;FRANCE;03 23 98 50 51;Pharmacie d'Officine
PHARMACIE DU CHATEAU;15 R DU GENERAL DE GAULLE;02120;SAINS RICHAUMONT;FRANCE;03 23 60 90 72;Pharmacie d'Officine
PHARMACIE GERMAIN;R DE LA GARE;02820;ST ERME OUTRE ET RAMECOURT;FRANCE;03 23 22 60 19;Pharmacie d'Officine
PHARMACIE SELARL DE LA FORET;15 R DE MONTEVIDEO;02410;ST GOBAIN;FRANCE;03 23 52 80 22;Pharmacie d'Officine
PHARMACIE  THUILLIER;11 R DE LA REPUBLIQUE;02830;ST MICHEL;FRANCE;03 23 58 05 09;Pharmacie d'Officine
PHARMACIE BISIAUX;10 R CROIX BELLE PORTE;02100;ST QUENTIN;FRANCE;03 23 06 38 83;Pharmacie d'Officine
PHARMACIE LOYEUX-DUBREUIL;139 R GEORGES POMPIDOU;02100;ST QUENTIN;FRANCE;03 23 08 16 04;Pharmacie d'Officine
PHARMACIE SAILLARD-MEUNIER;20 BD HENRI MARTIN;02100;ST QUENTIN;FRANCE;03 23 62 24 46;Pharmacie d'Officine
SELARL PHARMACIE D'ISLE;8 R DE GUISE;02100;ST QUENTIN;FRANCE;03 23 68 30 25;Pharmacie d'Officine
PHARMACIE BOUCHE-BESSE M. ET N.;37 R D ISLE;02100;ST QUENTIN;FRANCE;03 23 62 21 48;Pharmacie d'Officine
PHARMACIE SAILLARD;1 PL CROMMELIN;02100;ST QUENTIN;FRANCE;03 23 62 35 80;Pharmacie d'Officine
PHARMACIE VALLEZ-BOONNE;1 PL DE STALINGRAD;02100;ST QUENTIN;FRANCE;03 23 68 07 82;Pharmacie d'Officine
PHARMACIE LE GOAS;1 R HENRI BARBUSSE;02830;ST MICHEL;FRANCE;03 23 58 15 38;Pharmacie d'Officine
PHARMACIE SAINT ELOI;72 R DU  GENERAL LECLERC;02100;ST QUENTIN;FRANCE;03 23 08 65 28;Pharmacie d'Officine
SARL PHARMACIE DU CENTRE;1 R VICTOR BASCH;02100;ST QUENTIN;FRANCE;03 23 62 38 48;Pharmacie d'Officine
PHARMACIE BASSET FRANCOIS ET HENRI;4 R DE LA CHAUSSEE ROMAINE;02100;ST QUENTIN;FRANCE;03 23 62 27 53;Pharmacie d'Officine
PHARMACIE CAPELLIER;1 BD PIERRET;02100;ST QUENTIN;FRANCE;03 23 62 22 41;Pharmacie d'Officine
PHARMACIE CARDON-NUYTTEN;10 R DE BELLEVUE;02100;ST QUENTIN;FRANCE;03 23 62 38 58;Pharmacie d'Officine
SELAS PHARMACIE DE L'EUROPE;66 R ROBERT SCHUMANN;02100;ST QUENTIN;FRANCE;03 23 65 15 64;Pharmacie d'Officine
PHARMACIE LENGLET;33 R VICTOR BASCH;02100;ST QUENTIN;FRANCE;03 23 62 38 59;Pharmacie d'Officine
PHARMACIE PINCHON;35 R DE LA SELLERIE;02100;ST QUENTIN;FRANCE;03 23 62 58 10;Pharmacie d'Officine
PHARMACIE COUPAIN;21 R DES TOILES;02100;ST QUENTIN;FRANCE;03 23 62 21 87;Pharmacie d'Officine
PHARMACIE PATRICIA DEBREZ PAQUET;98 R ALEXANDRE DUMAS;02100;ST QUENTIN;FRANCE;03 23 62 42 12;Pharmacie d'Officine
PHARMACIE ARCHER-CUISSET;2 R JACQUES BLANCHOT;02100;ST QUENTIN;FRANCE;03 23 68 03 37;Pharmacie d'Officine
PHARMACIE DE LA REPUBLIQUE;1 AV DE LA RÉSISTANCE;02100;ST QUENTIN;FRANCE;;Pharmacie d'Officine
PHARMACIE DUGAY;32 R KENNEDY;02100;ST QUENTIN;FRANCE;03 23 08 22 10;Pharmacie d'Officine
PHARMACIE VAN HAMME;216 R DE PARIS;02100;ST QUENTIN;FRANCE;03 23 62 49 63;Pharmacie d'Officine
PHARMACIE QUENTIN DE LA TOUR;58 R RASPAIL;02100;ST QUENTIN;FRANCE;03 23 62 24 00;Pharmacie d'Officine
SARL PHARMACIE SEVIN;21 R FERNAND CLEMENT;02110;SEBONCOURT;FRANCE;03 23 09 30 81;Pharmacie d'Officine
PHARMACIE ALAVOINE;5 R LOUISE DE LATOUR;02790;SERAUCOURT LE GRAND;FRANCE;03 23 60 51 52;Pharmacie d'Officine
PHARMACIE WATTIAUX;76 R EMILE DUPLOYE;02300;SINCENY;FRANCE;03 23 52 15 23;Pharmacie d'Officine
SELAS PHARMACIE DE SISSONNE;7 PL DE L HOTEL DE VILLE;02150;SISSONNE;FRANCE;03 23 80 40 45;Pharmacie d'Officine
SELARL PHARMACIE DE LA CATHEDRALE;36 R DU COLLEGE;02200;SOISSONS;FRANCE;03 23 76 40 50;Pharmacie d'Officine
PHARMACIE GRAFFAN;7 AV SALVADOR ALLENDE;02200;SOISSONS;FRANCE;03 23 73 44 20;Pharmacie d'Officine
PHARMACIE BORDET;51 BD VICTOR HUGO;02200;SOISSONS;FRANCE;03 23 53 06 08;Pharmacie d'Officine
PHARMACIE ZEMMER;33 BD DE STRASBOURG;02200;SOISSONS;FRANCE;03 23 53 71 22;Pharmacie d'Officine
PHARMACIE QUAILLET;2 BD DE PRESLES;02200;SOISSONS;FRANCE;03 23 53 54 56;Pharmacie d'Officine
PHARMACIE POTTIER-ROFFE;2 PL DE LA REPUBLIQUE;02200;SOISSONS;FRANCE;03 23 59 22 38;Pharmacie d'Officine
PHARMACIE DE LA POSTE;70 R SAINT MARTIN;02200;SOISSONS;FRANCE;03 23 53 00 54;Pharmacie d'Officine
PHARMACIE SAMSON;26 R ST CHRISTOPHE;02200;SOISSONS;FRANCE;03 23 53 25 11;Pharmacie d'Officine
SELARL PHARMACIE CLOVIS;19 AV ROBERT SCHUMANN;02200;SOISSONS;FRANCE;03 23 53 55 89;Pharmacie d'Officine
SELARL PHARMACIE SAINT MARTIN;37 R SAINT MARTIN;02200;SOISSONS;FRANCE;03 23 53 25 56;Pharmacie d'Officine
PHARMACIE RAMANAIDOU.;16 R JEAN MOULIN;02200;SOISSONS;FRANCE;;Pharmacie d'Officine
PHARMACIE PICHELIN;7 R DE SAINT-QUENTIN;02200;SOISSONS;FRANCE;03 23 53 21 23;Pharmacie d'Officine
PHARMACIE LEROUX-DEFFONTAINES;7 PL LAMARTINE;02200;SOISSONS;FRANCE;03 23 76 33 53;Pharmacie d'Officine
PHARMACIE DEGREMONT;2 AV DU 5EME CORPS;02700;TERGNIER;FRANCE;03 23 57 51 00;Pharmacie d'Officine
SELARL PHARMACIE LIGNEREUX;170 BD GAMBETTA;02700;TERGNIER;FRANCE;03 23 57 07 34;Pharmacie d'Officine
PHARMACIE DEFARCY-TURMEL;82 AV JEAN MOULIN;02700;TERGNIER;FRANCE;03 23 57 01 65;Pharmacie d'Officine
PHARMACIE MERESSE;74 R JEAN JAURES;02700;TERGNIER;FRANCE;03 23 57 27 97;Pharmacie d'Officine
PHARMACIE RAUSCENT CORNIQUET;22 R PASTEUR;02700;TERGNIER;FRANCE;03 23 57 27 33;Pharmacie d'Officine
SELARL PHARMACIE CENTRALE DE TERGNIER;11 BD GAMBETTA;02700;TERGNIER;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE D'URCEL;6 RTE DES ROIS;02000;URCEL;FRANCE;03 23 21 68 73;Pharmacie d'Officine
PHARMACIE MILLET;16 R ALEXANDRE LEGRY;02370;VAILLY SUR AISNE;FRANCE;03 23 54 70 59;Pharmacie d'Officine
PHARMACIE FRERET;12 PL DE LA MAIRIE;02200;VENIZEL;FRANCE;03 23 72 40 47;Pharmacie d'Officine
SELARL PHARMACIE POREMBSKI RENAUX;114 R CHARLES DE GAULLE;02490;VERMAND;FRANCE;03 23 66 52 02;Pharmacie d'Officine
SELARL PHARMACIE DU DONJON;12 PL DU GENERAL DE GAULLE;02290;VIC SUR AISNE;FRANCE;03 23 55 50 45;Pharmacie d'Officine
FRANCIS RINGEVAL ET AGNES BELOIU;33 AV DE REIMS;02200;VILLENEUVE ST GERMAIN;FRANCE;03 23 53 12 68;Pharmacie d'Officine
PHARMACIE DUCAT;28 R ALEXANDRE DUMAS;02600;VILLERS COTTERETS;FRANCE;03 23 96 14 48;Pharmacie d'Officine
PHARMACIE CASTEL - MAGIENNE;19 PL DU DOCTEUR MOUFLIER;02600;VILLERS COTTERETS;FRANCE;03 23 96 11 31;Pharmacie d'Officine
SELARL PHARMACIE DE LA THIERACHE;10 PL DU GENERAL DE GAULLE;02140;VERVINS;FRANCE;03 23 98 03 68;Pharmacie d'Officine
PHARMACIE MONTE CRISTO;4 R DU GENERAL MANGIN;02600;VILLERS COTTERETS;FRANCE;03 23 96 13 43;Pharmacie d'Officine
PHARMACIE DE VIRY;2 R VICTOR HUGO;02300;VIRY NOUREUIL;FRANCE;03 23 39 38 38;Pharmacie d'Officine
PHARMACIE  VANHOLEBEKE;1 R MAILLARD;02630;WASSIGNY;FRANCE;03 23 60 62 14;Pharmacie d'Officine
PHARMACIE DURON-SAINT LEGER;42 R DE FLANDRE;02690;ESSIGNY LE GRAND;FRANCE;03 23 63 39 07;Pharmacie d'Officine
PHARMACIE RAMPELBERG-LEMESTRE;68 R DU MARTROY;02220;BRAINE;FRANCE;03 23 74 05 16;Pharmacie d'Officine
PHARMACIE DUCHENES;11 R EMILE MORLOT;02310;CHARLY SUR MARNE;FRANCE;03 23 82 77 33;Pharmacie d'Officine
PHARMACIE DERICQ;56 AV DE BOURSONNE;02600;VILLERS COTTERETS;FRANCE;03 23 96 97 97;Pharmacie d'Officine
PHARMACIE BRM;8 PL DU GENERAL LECLERC;02000;LAON;FRANCE;03 23 23 23 69;Pharmacie d'Officine
SELARL PHARMACIE DU MARCHE;24 PL DE L HOTEL DE VILLE;02340;MONTCORNET;FRANCE;03 23 21 20 19;Pharmacie d'Officine
SELARL PHARMACIE MORIN;27 AV DE VICHY;03200;ABREST;FRANCE;;Pharmacie d'Officine
PHARMACIE BOUCAUMONT ET D'AGROSA;RTE de Moulins;03360;AINAY LE CHATEAU;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE DUC;RTE DE PARIS;03000;AVERMES;FRANCE;;Pharmacie d'Officine
"""""SELARL PHARMACIE GRAND""""";73 AV DE LA REPUBLIQUE;03000;AVERMES;FRANCE;04 70 46 53 80;Pharmacie d'Officine
PHARMACIE PARENT-DELBARD;R DE LA POSTE;03230;BEAULON;FRANCE;04 70 42 70 62;Pharmacie d'Officine
PHARMACIE DES 4 SAISONS;R DES FORGES;03330;BELLENAVES;FRANCE;;Pharmacie d'Officine
PHARMACIE BRESSON-KLEIN;4 R FELIX PERRAUD;03700;BELLERIVE SUR ALLIER;FRANCE;;Pharmacie d'Officine
LA GRANDE PHARMACIE DU CARRE D'AS;;03700;BELLERIVE SUR ALLIER;FRANCE;04 70 59 81 11;Pharmacie d'Officine
PHARMACIE ROFFET;18 AV JEAN JAURES;03700;BELLERIVE SUR ALLIER;FRANCE;04 70 32 31 76;Pharmacie d'Officine
PHARMACIE PIERRE GUILLAUMIN;10 AV DE RUSSIE;03700;BELLERIVE SUR ALLIER;FRANCE;04 70 32 14 14;Pharmacie d'Officine
PHARMACIE DUBOST;24 R CHARLES LOUIS PHILIPPE;03340;BESSAY SUR ALLIER;FRANCE;04 70 43 01 58;Pharmacie d'Officine
PHARMACIE DE BESSON;3 R DES BOITINS;03210;BESSON;FRANCE;;Pharmacie d'Officine
PHARMACIE DEPRAS-DECARNIN;RTE NATIONALE;03170;BEZENET;FRANCE;;Pharmacie d'Officine
PHARMACIE  E. ROSSEEL-PAILLERET;2 PL DE L HOTEL DE VILLE;03160;BOURBON L ARCHAMBAULT;FRANCE;;Pharmacie d'Officine
PHARMACIE DES THERMES;32 R ACHILLE ALLIER;03160;BOURBON L ARCHAMBAULT;FRANCE;;Pharmacie d'Officine
PHARMACIE WAUTHIER SARL;6 ALL DU SOUVENIR FRANCAIS;03110;BROUT VERNET;FRANCE;04 70 58 21 55;Pharmacie d'Officine
PHARMACIE FOUET;30 R GABRIEL PERI;03440;BUXIERES LES MINES;FRANCE;04 70 66 01 88;Pharmacie d'Officine
PHARMACIE  NOUVELLE;12 PL PERON;03350;CERILLY;FRANCE;04 70 67 50 08;Pharmacie d'Officine
PHARMACIE BOURREL;2 AV DU STADE;03140;CHANTELLE;FRANCE;;Pharmacie d'Officine
PHARMACIE FAURY;45 R GEORGES SAND;03380;LA CHAPELAUDE;FRANCE;;Pharmacie d'Officine
PHARMACIE COCHET-BERTHIER;2 PL DU MARCHE;03230;CHEVAGNES;FRANCE;04 70 43 40 31;Pharmacie d'Officine
PHARMACIE LAFANECHERE-BOUQUET;1 R CHRISTOPHE THIVRIER;03600;COMMENTRY;FRANCE;04 70 64 31 13;Pharmacie d'Officine
PHARMACIE PERRIN;22 R JEAN JAURES;03600;COMMENTRY;FRANCE;04 70 64 30 92;Pharmacie d'Officine
PHARMACIE MARTINE;19 PL DU 14 JUILLET;03600;COMMENTRY;FRANCE;04 70 64 30 36;Pharmacie d'Officine
PHARMACIE DUMAS - FUMOUX;40 R DE LA REPUBLIQUE;03430;COSNE D ALLIER;FRANCE;;Pharmacie d'Officine
PHARMACIE GUERRAOUI;19 R DE VICHY;03300;CREUZIER LE VIEUX;FRANCE;04 70 31 00 98;Pharmacie d'Officine
PHARMACIE DEPERRIER;13 BD DU GENERAL DE GAULLE;03300;CUSSET;FRANCE;04 70 98 38 56;Pharmacie d'Officine
PHARMACIE POUZAT;19 AV GILBERT ROUX;03300;CUSSET;FRANCE;;Pharmacie d'Officine
PHARMACIE BOUCARD-LEVADOUX;R PEUPLIERS;03300;CUSSET;FRANCE;;Pharmacie d'Officine
PHARMACIE  DECLOITRE;27 CRS LAFAYETTE;03300;CUSSET;FRANCE;04 70 98 37 89;Pharmacie d'Officine
PHARMACIE LAMARQUE;17 AV DU DRAPEAU;03300;CUSSET;FRANCE;04 70 98 38 84;Pharmacie d'Officine
SELARL PHARMACIE CENTRALE;40 AV DU 4 SEPTEMBRE;03630;DESERTINES;FRANCE;;Pharmacie d'Officine
SELARL PHARMACIE DULAC;53 R DE LA REPUBLIQUE;03630;DESERTINES;FRANCE;04 70 05 21 48;Pharmacie d'Officine
PHARMACIE WAGNON;GRANDE RUE;03290;DIOU;FRANCE;;Pharmacie d'Officine
PHARMACIE BIDAUD;13 R ANDRE MESSAGER;03410;DOMERAT;FRANCE;04 70 64 23 95;Pharmacie d'Officine
PHARMACIE DZBANEK;2 R JEAN JAURES;03410;DOMERAT;FRANCE;;Pharmacie d'Officine
PHARMACIE DES COLOMBAGES;PL DU COMMERCE;03290;DOMPIERRE SUR BESBRE;FRANCE;04 70 34 52 71;Pharmacie d'Officine
PHARMACIE GUILLERAULT;66 PL YVES DERET;03290;DOMPIERRE SUR BESBRE;FRANCE;04 70 34 51 60;Pharmacie d'Officine
PHARMACIE DU PARC;1 R JEAN JAURES;03130;LE DONJON;FRANCE;;Pharmacie d'Officine
PHARMACIE ROUSSILLON-DURIN;R GAMBETTA;03170;DOYET;FRANCE;;Pharmacie d'Officine
PHARMACIE BARRES;40 R DES FOSSES;03450;EBREUIL;FRANCE;04 70 90 71 67;Pharmacie d'Officine
PHARMACIE MARQUET;16 R DES FOSSES;03450;EBREUIL;FRANCE;;Pharmacie d'Officine
PHARMACIE VANNETZEL - BOUGEROLLE;6 R DU PARC;03190;ESTIVAREILLES;FRANCE;;Pharmacie d'Officine
PHARMACIE LE GUEN;4 PL DE LA POSTE;03250;FERRIERES SUR SICHON;FRANCE;04 70 41 10 13;Pharmacie d'Officine
PHARMACIE DENJEAN;28 GRANDE RUE;03800;GANNAT;FRANCE;04 70 90 01 39;Pharmacie d'Officine
PHARMACIE DEXARCIS;55 GRANDE RUE;03800;GANNAT;FRANCE;04 70 90 00 37;Pharmacie d'Officine
SELARL PHARMACIE PROPHARM;87 AV SAINT JAMES;03800;GANNAT;FRANCE;;Pharmacie d'Officine
PHARMACIE MANSIER;1 PL HENNEQUIN;03800;GANNAT;FRANCE;;Pharmacie d'Officine
PHARMACIE BOUCHER;6 R GAMBETTA;03190;HERISSON;FRANCE;04 70 06 80 27;Pharmacie d'Officine
SELARL PHARMACIE PEYROUX;4 PL DU MONUMENT AUX MORTS;03380;HURIEL;FRANCE;04 70 28 60 02;Pharmacie d'Officine
PHARMACIE ASTRUC;R DU PONT;03220;JALIGNY SUR BESBRE;FRANCE;;Pharmacie d'Officine
PHARMACIE DECLOITRE-AMIARD;1 R WINSTON CHURCHILL;03120;LAPALISSE;FRANCE;04 70 99 06 34;Pharmacie d'Officine
PHARMACIE DELPUECH;29 R DU PRESIDENT ROOSEVELT;03120;LAPALISSE;FRANCE;04 70 99 02 22;Pharmacie d'Officine
PHARMACIE RENAUD;37 BD GAMBETTA;03320;LURCY LEVIS;FRANCE;04 70 67 80 35;Pharmacie d'Officine
PHARMACIE MICHOT;1 R DE LA POSTE;03230;LUSIGNY;FRANCE;;Pharmacie d'Officine
PHARMACIE DE LA BRANDE;;03600;MALICORNE;FRANCE;04 70 64 65 70;Pharmacie d'Officine
PHARMACIE BARADA-MORTUREUX;GRANDE RUE;03420;MARCILLAT EN COMBRAILLE;FRANCE;04 70 51 60 41;Pharmacie d'Officine
PHARMACIE MEYNIAL;R FRANCISQUE DRIFFORT;03250;LE MAYET DE MONTAGNE;FRANCE;;Pharmacie d'Officine
PHARMACIE GOIN;18 R DE FERRIERES;03250;LE MAYET DE MONTAGNE;FRANCE;04 70 59 70 07;Pharmacie d'Officine
PHARMACIE DE MEAULNE;19 RTE de Paris;03360;MEAULNE VITRAY;FRANCE;04 70 06 96 45;Pharmacie d'Officine
PHARMACIE BARTASSOT;54 GRANDE RUE;03510;MOLINET;FRANCE;;Pharmacie d'Officine
PHARMACIE DU MONTET;22 RTE NATIONALE;03240;LE MONTET;FRANCE;04 70 47 10 12;Pharmacie d'Officine
